id,name,species,type1,type2,abilities,hp,defense,spDefense,attack,spAttack,speed,statTotal,eggCycle,catchRate,height,weight,mRatio,fRatio,generation,eggGroup1,eggGroup2,legendary,colour,evolutionLine
591,Amoonguss,Mushroom Pokémon,grass,poison,"['Effect Spore', 'Regenerator']",114,70,80,85,85,30,464,5120,75,0.6,10.5,50,50,5,Grass,,FALSE,white,300
592,Frillish,Floating Pokémon,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",55,50,85,40,65,40,335,5120,190,1.2,33,50,50,5,Amorphous,,FALSE,white,301
593,Jellicent,Floating Pokémon,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",100,70,105,60,85,60,480,5120,60,2.2,135,50,50,5,Amorphous,,FALSE,white,301
594,Alomomola,Caring Pokémon,water,,"['Healer', 'Hydration', 'Regenerator']",165,80,45,75,40,65,470,10240,75,1.2,31.6,50,50,5,Water1,Water2,FALSE,pink,302
595,Joltik,Attaching Pokémon,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",50,50,50,47,57,65,319,5120,190,0.1,0.6,50,50,5,Bug,,FALSE,yellow,303
596,Galvantula,EleSpider Pokémon,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",70,60,60,77,97,108,472,5120,75,0.8,14.3,50,50,5,Bug,,FALSE,yellow,303
597,Ferroseed,Thorn Seed Pokémon,grass,steel,['Iron Barbs'],44,91,86,50,24,10,305,5120,255,0.6,18.8,50,50,5,Grass,Mineral,FALSE,gray,304
598,Ferrothorn,Thorn Pod Pokémon,grass,steel,"['Iron Barbs', 'Anticipation']",74,131,116,94,54,20,489,5120,90,1,110,50,50,5,Grass,Mineral,FALSE,gray,304
599,Klink,Gear Pokémon,steel,,"['Plus', 'Minus', 'Clear Body']",40,70,60,55,45,30,300,5120,130,0.3,21,50,50,5,Mineral,,FALSE,gray,305
600,Klang,Gear Pokémon,steel,,"['Plus', 'Minus', 'Clear Body']",60,95,85,80,70,50,440,5120,60,0.6,51,50,50,5,Mineral,,FALSE,gray,305
601,Klinklang,Gear Pokémon,steel,,"['Plus', 'Minus', 'Clear Body']",60,115,85,100,70,90,520,5120,30,0.6,81,0,0,5,Mineral,,FALSE,gray,305
602,Tynamo,EleFish Pokémon,electric,,['Levitate'],35,40,40,55,45,60,275,5120,190,0.2,0.3,0,0,5,Amorphous,,FALSE,white,306
603,Eelektrik,EleFish Pokémon,electric,,['Levitate'],65,70,70,85,75,40,405,5120,60,1.2,22,0,0,5,Amorphous,,FALSE,blue,306
604,Eelektross,EleFish Pokémon,electric,,['Levitate'],85,80,80,115,105,50,515,5120,30,2.1,80.5,50,50,5,Amorphous,,FALSE,blue,306
605,Elgyem,Cerebral Pokémon,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",55,55,55,55,85,30,335,5120,255,0.5,9,50,50,5,Human-Like,,FALSE,blue,307
606,Beheeyem,Cerebral Pokémon,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",75,75,95,75,125,40,485,5120,90,1,34.5,50,50,5,Human-Like,,FALSE,brown,307
607,Litwick,Candle Pokémon,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",50,55,55,30,65,20,275,5120,190,0.3,3.1,50,50,5,Amorphous,,FALSE,white,308
608,Lampent,Lamp Pokémon,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",60,60,60,40,95,55,370,5120,90,0.6,13,50,50,5,Amorphous,,FALSE,black,308
609,Chandelure,Luring Pokémon,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",60,90,90,55,145,80,520,5120,45,1,34.3,50,50,5,Amorphous,,FALSE,black,308
610,Axew,Tusk Pokémon,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",46,60,40,87,30,57,320,10240,75,0.6,18,50,50,5,Monster,Dragon,FALSE,green,309
611,Fraxure,Axe Jaw Pokémon,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",66,70,50,117,40,67,410,10240,60,1,36,50,50,5,Monster,Dragon,FALSE,green,309
612,Haxorus,Axe Jaw Pokémon,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",76,90,70,147,60,97,540,10240,45,1.8,105.5,50,50,5,Monster,Dragon,FALSE,yellow,309
613,Cubchoo,Chill Pokémon,ice,,"['Snow Cloak', 'Slush Rush', 'Rattled']",55,40,40,70,60,40,305,5120,120,0.5,8.5,50,50,5,Field,,FALSE,white,310
614,Beartic,Freezing Pokémon,ice,,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",95,80,80,130,70,50,505,5120,60,2.6,260,50,50,5,Field,,FALSE,white,310
615,Cryogonal,Crystallizing Pokémon,ice,,['Levitate'],80,50,135,50,95,105,515,6400,25,1.1,148,50,50,5,Mineral,,FALSE,blue,311
616,Shelmet,Snail Pokémon,bug,,"['Hydration', 'Shell Armor', 'Overcoat']",50,85,65,40,40,25,305,3840,200,0.4,7.7,50,50,5,Bug,,FALSE,red,312
617,Accelgor,Shell Out Pokémon,bug,,"['Hydration', 'Sticky Hold', 'Unburden']",80,40,60,70,100,145,495,3840,75,0.8,25.3,0,0,5,Bug,,FALSE,red,312
618,Stunfisk,Trap Pokémon,ground,electric,"['Static', 'Limber', 'Sand Veil']",109,84,99,66,81,32,471,5120,75,0.7,11,50,50,5,Water1,Amorphous,FALSE,brown,313
619,Mienfoo,Martial Arts Pokémon,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",45,50,50,85,55,65,350,6400,180,0.9,20,50,50,5,Field,Human-Like,FALSE,yellow,314
620,Mienshao,Martial Arts Pokémon,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",65,60,60,125,95,105,510,6400,45,1.4,35.5,50,50,5,Field,Human-Like,FALSE,purple,314
621,Druddigon,Cave Pokémon,dragon,,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",77,90,90,120,60,48,485,7680,45,1.6,139,50,50,5,Dragon,Monster,FALSE,red,315
622,Golett,Automaton Pokémon,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",59,50,50,74,35,35,303,6400,190,1,92,50,50,5,Mineral,,FALSE,green,316
623,Golurk,Automaton Pokémon,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",89,80,80,124,55,55,483,6400,90,2.8,330,50,50,5,Mineral,,FALSE,green,316
624,Pawniard,Sharp Blade Pokémon,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",45,70,40,85,40,60,340,5120,120,0.5,10.2,0,0,5,Human-Like,,FALSE,red,317
625,Bisharp,Sword Blade Pokémon,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",65,100,70,125,60,70,490,5120,45,1.6,70,0,0,5,Human-Like,,FALSE,red,317
626,Bouffalant,Bash Buffalo Pokémon,normal,,"['Reckless', 'Sap Sipper', 'Soundproof']",95,95,95,110,40,55,490,5120,45,1.6,94.5,50,50,5,Field,,FALSE,brown,318
627,Rufflet,Eaglet Pokémon,normal,flying,"['Keen Eye', 'Sheer Force', 'Hustle']",70,50,50,83,37,60,350,5120,190,0.5,10.5,50,50,5,Flying,,FALSE,white,319
628,Braviary,Valiant Pokémon,normal,flying,"['Keen Eye', 'Sheer Force', 'Defiant']",100,75,75,123,57,80,510,5120,60,1.5,41,50,50,5,Flying,,FALSE,red,319
629,Vullaby,Diapered Pokémon,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",70,75,65,55,45,60,370,5120,190,0.5,9,100,0,5,Flying,,FALSE,brown,320
630,Mandibuzz,Bone Vulture Pokémon,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",110,105,95,65,55,80,510,5120,60,1.2,39.5,100,0,5,Flying,,FALSE,brown,320
631,Heatmor,Anteater Pokémon,fire,,"['Gluttony', 'Flash Fire', 'White Smoke']",85,66,66,97,105,65,484,5120,90,1.4,58,0,100,5,Field,,FALSE,red,321
632,Durant,Iron Ant Pokémon,bug,steel,"['Swarm', 'Hustle', 'Truant']",58,112,48,109,48,109,484,5120,90,0.3,33,0,100,5,Bug,,FALSE,gray,322
633,Deino,Irate Pokémon,dark,dragon,['Hustle'],52,50,50,65,45,38,300,10240,45,0.8,17.3,50,50,5,Dragon,,FALSE,blue,323
634,Zweilous,Hostile Pokémon,dark,dragon,['Hustle'],72,70,70,85,65,58,420,10240,45,1.4,50,50,50,5,Dragon,,FALSE,blue,323
635,Hydreigon,Brutal Pokémon,dark,dragon,['Levitate'],92,90,90,105,125,98,600,10240,45,1.8,160,50,50,5,Dragon,,FALSE,blue,323
636,Larvesta,Torch Pokémon,bug,fire,"['Flame Body', 'Swarm']",55,55,55,85,50,60,360,10240,45,1.1,28.8,50,50,5,Bug,,FALSE,white,324
637,Volcarona,Sun Pokémon,bug,fire,"['Flame Body', 'Swarm']",85,65,105,60,135,100,550,10240,15,1.6,46,50,50,5,Bug,,FALSE,white,324
638,Cobalion,Iron Will Pokémon,steel,fighting,['Justified'],91,129,72,90,90,108,580,20480,3,2.1,250,50,50,5,Undiscovered,,TRUE,blue,325
639,Terrakion,Cavern Pokémon,rock,fighting,['Justified'],91,90,90,129,72,108,580,20480,3,1.9,260,50,50,5,Undiscovered,,TRUE,gray,326
640,Virizion,Grassland Pokémon,grass,fighting,['Justified'],91,72,129,90,90,108,580,20480,3,2,200,0,0,5,Undiscovered,,TRUE,green,327
641,Tornadus,Cyclone Pokémon,flying,,"['Prankster', 'Defiant', 'Regenerator']",79,80,90,100,110,121,580,30720,3,1.5,63,0,0,5,Undiscovered,,TRUE,green,328
642,Thundurus,Bolt Strike Pokémon,electric,flying,"['Prankster', 'Defiant', 'Volt Absorb']",79,70,80,105,145,101,580,30720,3,1.5,61,0,0,5,Undiscovered,,TRUE,blue,329
643,Reshiram,Vast White Pokémon,dragon,fire,['Turboblaze'],100,100,120,120,150,90,680,30720,3,3.2,330,100,0,5,Undiscovered,,TRUE,white,330
644,Zekrom,Deep Black Pokémon,dragon,electric,['Teravolt'],100,120,100,150,120,90,680,30720,3,2.9,345,100,0,5,Undiscovered,,TRUE,black,331
645,Landorus,Abundance Pokémon,ground,flying,"['Sand Force', 'Sheer Force', 'Intimidate']",89,90,80,145,105,91,600,30720,3,1.5,68,0,0,5,Undiscovered,,TRUE,brown,332
646,Kyurem,Boundary Pokémon,dragon,ice,"['Pressure', 'Teravolt', 'Turboblaze']",125,90,100,120,170,95,700,30720,3,3,325,0,0,5,Undiscovered,,TRUE,gray,333
647,Keldeo,Colt Pokémon,water,fighting,['Justified'],91,90,90,72,129,108,580,20480,3,1.4,48.5,100,0,5,Undiscovered,,TRUE,yellow,334
648,Meloetta,Melody Pokémon,normal,psychic,['Serene Grace'],100,90,77,128,77,128,600,30720,3,0.6,6.5,0,0,5,Undiscovered,,TRUE,white,335
649,Genesect,Paleozoic Pokémon,bug,steel,['Download'],71,95,95,120,120,99,600,30720,3,1.5,82.5,0,0,5,Undiscovered,,TRUE,purple,336
650,Chespin,Spiky Nut Pokémon,grass,,"['Overgrow', 'Bulletproof']",56,65,45,61,48,38,313,5120,45,0.4,9,0,0,6,Field,,FALSE,green,337
651,Quilladin,Spiny Armor Pokémon,grass,,"['Overgrow', 'Bulletproof']",61,95,58,78,56,57,405,5120,45,0.7,29,0,0,6,Field,,FALSE,green,337
652,Chesnaught,Spiny Armor Pokémon,grass,fighting,"['Overgrow', 'Bulletproof']",88,122,75,107,74,64,530,5120,45,1.6,90,87.5,12.5,6,Field,,FALSE,green,337
653,Fennekin,Fox Pokémon,fire,,"['Blaze', 'Magician']",40,40,60,45,62,60,307,5120,45,0.4,9.4,87.5,12.5,6,Field,,FALSE,red,338
654,Braixen,Fox Pokémon,fire,,"['Blaze', 'Magician']",59,58,70,59,90,73,409,5120,45,1,14.5,87.5,12.5,6,Field,,FALSE,red,338
655,Delphox,Fox Pokémon,fire,psychic,"['Blaze', 'Magician']",75,72,100,69,114,104,534,5120,45,1.5,39,87.5,12.5,6,Field,,FALSE,red,338
656,Froakie,Bubble Frog Pokémon,water,,"['Torrent', 'Protean']",41,40,44,56,62,71,314,5120,45,0.3,7,87.5,12.5,6,Water 1,,FALSE,blue,339
657,Frogadier,Bubble Frog Pokémon,water,,"['Torrent', 'Protean']",54,52,56,63,83,97,405,5120,45,0.6,10.9,87.5,12.5,6,Water 1,,FALSE,blue,339
658,Greninja,Ninja Pokémon,water,dark,"['Torrent', 'Protean', 'Battle Bond']",72,67,71,145,153,132,640,5120,45,1.5,40,87.5,12.5,6,Water 1,,FALSE,blue,339
659,Bunnelby,Digging Pokémon,normal,,"['Pickup', 'Cheek Pouch', 'Huge Power']",38,38,36,36,32,57,237,3840,255,0.4,5,87.5,12.5,6,Field,,FALSE,brown,340
660,Diggersby,Digging Pokémon,normal,ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",85,77,77,56,50,78,423,3840,127,1,42.4,87.5,12.5,6,Field,,FALSE,brown,340
661,Fletchling,Tiny Robin Pokémon,normal,flying,"['Big Pecks', 'Gale Wings']",45,43,38,50,40,62,278,3840,255,0.3,1.7,50,50,6,Flying,,FALSE,red,341
662,Fletchinder,Ember Pokémon,fire,flying,"['Flame Body', 'Gale Wings']",62,55,52,73,56,84,382,3840,120,0.7,16,50,50,6,Flying,,FALSE,red,341
663,Talonflame,Scorching Pokémon,fire,flying,"['Flame Body', 'Gale Wings']",78,71,69,81,74,126,499,3840,45,1.2,24.5,50,50,6,Flying,,FALSE,red,341
664,Scatterbug,Scatterdust Pokémon,bug,,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",38,40,25,35,27,35,200,3840,255,0.3,2.5,50,50,6,Bug,,FALSE,black,342
665,Spewpa,Scatterdust Pokémon,bug,,"['Shed Skin', 'Friend Guard']",45,60,30,22,27,29,213,3840,120,0.3,8.4,50,50,6,Bug,,FALSE,black,342
666,Vivillon,Scale Pokémon,bug,flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",80,50,50,52,90,89,411,3840,45,1.2,17,50,50,6,Bug,,FALSE,white,342
667,Litleo,Lion Cub Pokémon,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",62,58,54,50,73,72,369,5120,220,0.6,13.5,50,50,6,Field,,FALSE,brown,343
668,Pyroar,Royal Pokémon,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",86,72,66,68,109,106,507,5120,65,1.5,81.5,50,50,6,Field,,FALSE,brown,343
669,Flabébé,Single Bloom Pokémon,fairy,,"['Flower Veil', 'Symbiosis']",44,39,79,38,61,42,303,5120,225,0.1,0.1,12.5,87.5,6,Fairy,,FALSE,white,344
670,Floette,Fairy Pokémon,fairy,,"['Flower Veil', 'Symbiosis']",74,67,128,65,125,92,551,5120,120,0.2,0.9,12.5,87.5,6,Fairy,,FALSE,white,344
671,Florges,Garden Pokémon,fairy,,"['Flower Veil', 'Symbiosis']",78,68,154,65,112,75,552,5120,45,1.1,10,0,100,6,Fairy,,FALSE,white,344
672,Skiddo,Mount Pokémon,grass,,"['Sap Sipper', 'Grass Pelt']",66,48,57,65,62,52,350,5120,200,0.9,31,0,100,6,Field,,FALSE,brown,345
673,Gogoat,Mount Pokémon,grass,,"['Sap Sipper', 'Grass Pelt']",123,62,81,100,97,68,531,5120,45,1.7,91,0,100,6,Field,,FALSE,brown,345
674,Pancham,Playful Pokémon,fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",67,62,48,82,46,43,348,6400,220,0.6,8,50,50,6,Field,Human-Like,FALSE,white,346
675,Pangoro,Daunting Pokémon,fighting,dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",95,78,71,124,69,58,495,6400,65,2.1,136,50,50,6,Field,Human-Like,FALSE,white,346
676,Furfrou,Poodle Pokémon,normal,,['Fur Coat'],75,60,90,80,65,102,472,5120,160,1.2,28,50,50,6,Field,,FALSE,white,347
677,Espurr,Restraint Pokémon,psychic,,"['Keen Eye', 'Infiltrator', 'Own Tempo']",62,54,60,48,63,68,355,5120,190,0.3,3.5,50,50,6,Field,,FALSE,gray,348
678,Meowstic,Constraint Pokémon,psychic,,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",74,76,81,48,83,104,466,5120,75,0.6,8.5,50,50,6,Field,,FALSE,blue,348
679,Honedge,Sword Pokémon,steel,ghost,['No Guard'],45,100,37,80,35,28,325,5120,180,0.8,2,50,50,6,Mineral,,FALSE,brown,349
680,Doublade,Sword Pokémon,steel,ghost,['No Guard'],59,150,49,110,45,35,448,5120,90,0.8,4.5,50,50,6,Mineral,,FALSE,brown,349
681,Aegislash,Royal Sword Pokémon,steel,ghost,['Stance Change'],60,50,50,150,150,60,520,5120,45,1.7,53,50,50,6,Mineral,,FALSE,brown,349
682,Spritzee,Perfume Pokémon,fairy,,"['Healer', 'Aroma Veil']",78,60,65,52,63,23,341,5120,200,0.2,0.5,50,50,6,Fairy,,FALSE,pink,350
683,Aromatisse,Fragrance Pokémon,fairy,,"['Healer', 'Aroma Veil']",101,72,89,72,99,29,462,5120,140,0.8,15.5,50,50,6,Fairy,,FALSE,pink,350
684,Swirlix,Cotton Candy Pokémon,fairy,,"['Sweet Veil', 'Unburden']",62,66,57,48,59,49,341,5120,200,0.4,3.5,50,50,6,Fairy,,FALSE,white,351
685,Slurpuff,Meringue Pokémon,fairy,,"['Sweet Veil', 'Unburden']",82,86,75,80,85,72,480,5120,140,0.8,5,50,50,6,Fairy,,FALSE,white,351
686,Inkay,Revolving Pokémon,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",53,53,46,54,37,45,288,5120,190,0.4,3.5,50,50,6,Water 1,Water 2,FALSE,blue,352
687,Malamar,Overturning Pokémon,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",86,88,75,92,68,73,482,5120,80,1.5,47,50,50,6,Water 1,Water 2,FALSE,blue,352
688,Binacle,Two-Handed Pokémon,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",42,67,56,52,39,50,306,5120,120,0.5,31,50,50,6,Water 3,,FALSE,brown,353
689,Barbaracle,Collective Pokémon,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",72,115,86,105,54,68,500,5120,45,1.3,96,50,50,6,Water 3,,FALSE,brown,353
690,Skrelp,Mock Kelp Pokémon,poison,water,"['Poison Point', 'Poison Touch', 'Adaptability']",50,60,60,60,60,30,320,5120,225,0.5,7.3,50,50,6,Water 1,Dragon,FALSE,brown,354
691,Dragalge,Mock Kelp Pokémon,poison,dragon,"['Poison Point', 'Poison Touch', 'Adaptability']",65,90,123,75,97,44,494,5120,55,1.8,81.5,50,50,6,Water 1,Dragon,FALSE,brown,354
692,Clauncher,Water Gun Pokémon,water,,['Mega Launcher'],50,62,63,53,58,44,330,3840,225,0.5,8.3,50,50,6,Water 1,Water 3,FALSE,blue,355
693,Clawitzer,Howitzer Pokémon,water,,['Mega Launcher'],71,88,89,73,120,59,500,3840,55,1.3,35.3,50,50,6,Water 1,Water 3,FALSE,blue,355
694,Helioptile,Generator Pokémon,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",44,33,43,38,61,70,289,5120,190,0.5,6,50,50,6,Monster,Dragon,FALSE,yellow,356
695,Heliolisk,Generator Pokémon,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",62,52,94,55,109,109,481,5120,75,1,21,50,50,6,Monster,Dragon,FALSE,yellow,356
696,Tyrunt,Royal Heir Pokémon,rock,dragon,"['Strong Jaw', 'Sturdy']",58,77,45,89,45,48,362,7680,45,0.8,26,50,50,6,Monster,Dragon,FALSE,brown,357
697,Tyrantrum,Despot Pokémon,rock,dragon,"['Strong Jaw', 'Rock Head']",82,119,59,121,69,71,521,7680,45,2.5,270,50,50,6,Monster,Dragon,FALSE,red,357
698,Amaura,Tundra Pokémon,rock,ice,"['Refrigerate', 'Snow Warning']",77,50,63,59,67,46,362,7680,45,1.3,25.2,87.5,12.5,6,Monster,,FALSE,blue,358
699,Aurorus,Tundra Pokémon,rock,ice,"['Refrigerate', 'Snow Warning']",123,72,92,77,99,58,521,7680,45,2.7,225,87.5,12.5,6,Monster,,FALSE,blue,358
700,Sylveon,Intertwining Pokémon,fairy,,"['Cute Charm', 'Pixilate']",95,65,130,65,110,60,525,8960,45,1,23.5,87.5,12.5,6,Field,,FALSE,pink,67
701,Hawlucha,Wrestling Pokémon,fighting,flying,"['Limber', 'Unburden', 'Mold Breaker']",78,75,63,92,74,118,500,5120,100,0.8,21.5,87.5,12.5,6,Human-Like,,FALSE,green,359
702,Dedenne,Antenna Pokémon,electric,fairy,"['Cheek Pouch', 'Pickup', 'Plus']",67,57,67,58,81,101,431,5120,180,0.2,2.2,87.5,12.5,6,Field,Fairy,FALSE,yellow,360
703,Carbink,Jewel Pokémon,rock,fairy,"['Clear Body', 'Sturdy']",50,150,150,50,50,50,500,6400,60,0.3,5.7,50,50,6,Fairy,Mineral,FALSE,gray,361
704,Goomy,Soft Tissue Pokémon,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",45,35,75,50,55,40,300,10240,45,0.3,2.8,50,50,6,Dragon,,FALSE,purple,362
705,Sliggoo,Soft Tissue Pokémon,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",68,53,113,75,83,60,452,10240,45,0.8,17.5,0,0,6,Dragon,,FALSE,purple,362
706,Goodra,Dragon Pokémon,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",90,70,150,100,110,80,600,10240,45,2,150.5,50,50,6,Dragon,,FALSE,purple,362
707,Klefki,Key Ring Pokémon,steel,fairy,"['Prankster', 'Magician']",57,91,87,80,80,75,470,5120,75,0.2,3,50,50,6,Mineral,,FALSE,gray,363
708,Phantump,Stump Pokémon,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",43,48,60,70,50,38,309,5120,120,0.4,7,50,50,6,Grass,Amorphous,FALSE,brown,364
709,Trevenant,Elder Tree Pokémon,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",85,76,82,110,65,56,474,5120,60,1.5,71,50,50,6,Grass,Amorphous,FALSE,brown,364
710,Pumpkaboo,Pumpkin Pokémon,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",59,70,55,66,44,41,335,5120,120,0.4,5,50,50,6,Amorphous,,FALSE,brown,365
711,Gourgeist,Pumpkin Pokémon,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",85,122,75,100,58,54,494,5120,60,0.9,12.5,50,50,6,Amorphous,,FALSE,brown,365
712,Bergmite,Ice Chunk Pokémon,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",55,85,35,69,32,28,304,5120,190,1,99.5,50,50,6,Monster,,FALSE,blue,366
713,Avalugg,Iceberg Pokémon,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",95,184,46,117,44,28,514,5120,55,2,505,50,50,6,Monster,,FALSE,blue,366
714,Noibat,Sound Wave Pokémon,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",40,35,40,30,45,55,245,5120,190,0.5,8,50,50,6,Flying,,FALSE,purple,367
715,Noivern,Sound Wave Pokémon,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",85,80,80,70,97,123,535,5120,45,1.5,85,50,50,6,Flying,,FALSE,purple,367
716,Xerneas,Life Pokémon,fairy,,['Fairy Aura'],126,95,98,131,131,99,680,30720,45,3,215,50,50,6,Undiscovered,,TRUE,blue,368
717,Yveltal,Destruction Pokémon,dark,flying,['Dark Aura'],126,95,98,131,131,99,680,30720,45,5.8,203,50,50,6,Undiscovered,,TRUE,red,369
718,Zygarde,Order Pokémon,dragon,ground,"['Aura Break', 'Power Construct']",216,121,95,100,91,85,708,30720,3,5,305,0,0,6,Undiscovered,,TRUE,green,370
719,Diancie,Jewel Pokémon,rock,fairy,['Clear Body'],50,110,110,160,160,110,700,6400,3,0.7,8.8,0,0,6,Undiscovered,,TRUE,pink,371
720,Hoopa,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),psychic,ghost,['Magician'],80,60,130,160,170,80,680,30720,3,0.5,9,0,0,6,Undiscovered,,TRUE,purple,372
721,Volcanion,Steam Pokémon,fire,water,['Water Absorb'],80,120,90,110,130,70,600,30720,3,1.7,195,0,0,6,Undiscovered,,TRUE,brown,373
722,Rowlet,Grass Quill Pokémon,grass,flying,"['Overgrow', 'Long Reach']",68,55,50,55,50,42,320,3840,45,0.3,1.5,0,0,7,Flying,,FALSE,brown,374
723,Dartrix,Blade Quill Pokémon,grass,flying,"['Overgrow', 'Long Reach']",78,75,70,75,70,52,420,3840,45,0.7,16,0,0,7,Flying,,FALSE,brown,374
724,Decidueye,Arrow Quill Pokémon,grass,ghost,"['Overgrow', 'Long Reach']",78,75,100,107,100,70,530,3840,45,1.6,36.6,87.5,12.5,7,Flying,,FALSE,brown,374
725,Litten,Fire Cat Pokémon,fire,,"['Blaze', 'Intimidate']",45,40,40,65,60,70,320,3840,45,0.4,4.3,87.5,12.5,7,Field,,FALSE,red,375
726,Torracat,Fire Cat Pokémon,fire,,"['Blaze', 'Intimidate']",65,50,50,85,80,90,420,3840,45,0.7,25,87.5,12.5,7,Field,,FALSE,red,375
727,Incineroar,Heel Pokémon,fire,dark,"['Blaze', 'Intimidate']",95,90,90,115,80,60,530,3840,45,1.8,83,87.5,12.5,7,Field,,FALSE,red,375
728,Popplio,Sea Lion Pokémon,water,,"['Torrent', 'Liquid Voice']",50,54,56,54,66,40,320,3840,45,0.4,7.5,87.5,12.5,7,Water 1,Field,FALSE,blue,376
729,Brionne,Pop Star Pokémon,water,,"['Torrent', 'Liquid Voice']",60,69,81,69,91,50,420,3840,45,0.6,17.5,87.5,12.5,7,Water 1,Field,FALSE,blue,376
730,Primarina,Soloist Pokémon,water,fairy,"['Torrent', 'Liquid Voice']",80,74,116,74,126,60,530,3840,45,1.8,44,87.5,12.5,7,Water 1,Field,FALSE,blue,376
731,Pikipek,Woodpecker Pokémon,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",35,30,30,75,30,65,265,3840,255,0.3,1.2,87.5,12.5,7,Flying,,FALSE,black,377
732,Trumbeak,Bugle Beak Pokémon,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",55,50,50,85,40,75,355,3840,120,0.6,14.8,87.5,12.5,7,Flying,,FALSE,black,377
733,Toucannon,Cannon Pokémon,normal,flying,"['Keen Eye', 'Skill Link', 'Sheer Force']",80,75,75,120,75,60,485,3840,45,1.1,26,50,50,7,Flying,,FALSE,black,377
734,Yungoos,Loitering Pokémon,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",48,30,30,70,30,45,253,3840,255,0.4,6,50,50,7,Field,,FALSE,brown,378
735,Gumshoos,Stakeout Pokémon,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",88,60,60,110,55,45,418,3840,127,0.7,14.2,50,50,7,Field,,FALSE,brown,378
736,Grubbin,Larva Pokémon,bug,,['Swarm'],47,45,45,62,55,46,300,3840,255,0.4,4.4,50,50,7,Bug,,FALSE,gray,379
737,Charjabug,Battery Pokémon,bug,electric,['Battery'],57,95,75,82,55,36,400,3840,120,0.5,10.5,50,50,7,Bug,,FALSE,green,379
738,Vikavolt,Stag Beetle Pokémon,bug,electric,['Levitate'],77,90,75,70,145,43,500,3840,45,1.5,45,50,50,7,Bug,,FALSE,blue,379
739,Crabrawler,Boxing Pokémon,fighting,,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",47,57,47,82,42,63,338,5120,225,0.6,7,50,50,7,Water 3,,FALSE,purple,380
740,Crabominable,Woolly Crab Pokémon,fighting,ice,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",97,77,67,132,62,43,478,5120,60,1.7,180,50,50,7,Water 3,,FALSE,white,380
